Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1975","1975","kg/ha","5421.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1976","1976","kg/ha","5520.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1977","1977","kg/ha","5701.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1978","1978","kg/ha","6342.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1979","1979","kg/ha","6873.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1980","1980","kg/ha","5711.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1981","1981","kg/ha","6838","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1982","1982","kg/ha","7108.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1983","1983","kg/ha","5089.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1984","1984","kg/ha","6698.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1985","1985","kg/ha","7407.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1986","1986","kg/ha","7493","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1987","1987","kg/ha","7522.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1988","1988","kg/ha","5310.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1989","1989","kg/ha","7297.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1990","1990","kg/ha","7438","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1991","1991","kg/ha","6817.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1992","1992","kg/ha","8252.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1993","1993","kg/ha","6321","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1994","1994","kg/ha","8699.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1995","1995","kg/ha","7122.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1996","1996","kg/ha","7977.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1997","1997","kg/ha","7952.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1998","1998","kg/ha","8438.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","1999","1999","kg/ha","8397.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2000","2000","kg/ha","8591.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2001","2001","kg/ha","8673.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2002","2002","kg/ha","8118","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2003","2003","kg/ha","8924.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2004","2004","kg/ha","10063.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2005","2005","kg/ha","9285.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2006","2006","kg/ha","9357.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2007","2007","kg/ha","9458.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2008","2008","kg/ha","9620.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","10318.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","9575.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","9214.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","7727","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","9925.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","10732.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","10572.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","11743.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","11083.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","11074.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","10510.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","10760.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","11091.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","10886.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","11130.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1970","1970","kg/ha","6473.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1971","1971","kg/ha","7877.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1972","1972","kg/ha","7657.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1973","1973","kg/ha","10942.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1974","1974","kg/ha","10205.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1975","1975","kg/ha","12101.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1976","1976","kg/ha","14462.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1977","1977","kg/ha","6516.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1978","1978","kg/ha","8377.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1979","1979","kg/ha","10993.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1980","1980","kg/ha","10571.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1981","1981","kg/ha","10147.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1982","1982","kg/ha","9201.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1983","1983","kg/ha","14868.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1984","1984","kg/ha","15782.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1985","1985","kg/ha","14917.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1986","1986","kg/ha","11740","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1987","1987","kg/ha","15292.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1988","1988","kg/ha","9350.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1989","1989","kg/ha","9880.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1990","1990","kg/ha","8643.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1991","1991","kg/ha","12346.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1992","1992","kg/ha","9881.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1993","1993","kg/ha","14000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1994","1994","kg/ha","4188.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1995","1995","kg/ha","5980.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1996","1996","kg/ha","4481.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1997","1997","kg/ha","4797.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1998","1998","kg/ha","5003.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","1999","1999","kg/ha","4831.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2000","2000","kg/ha","4347.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2001","2001","kg/ha","4589.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2002","2002","kg/ha","4372.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2003","2003","kg/ha","4333.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2004","2004","kg/ha","4307.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2005","2005","kg/ha","6291.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2006","2006","kg/ha","7159.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2007","2007","kg/ha","8082.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2008","2008","kg/ha","9078.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2009","2009","kg/ha","10239.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2010","2010","kg/ha","12553.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2011","2011","kg/ha","19155.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2012","2012","kg/ha","19636.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2013","2013","kg/ha","24642","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2014","2014","kg/ha","20148.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2015","2015","kg/ha","19230.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2016","2016","kg/ha","19135.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2017","2017","kg/ha","19087.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2018","2018","kg/ha","19234.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2019","2019","kg/ha","19466.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","kg/ha","19641.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2021","2021","kg/ha","19793.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2022","2022","kg/ha","19947.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01316","Mangoes, guavas and mangosteens","2023","2023","kg/ha","20000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1961","1961","kg/ha","1154.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1962","1962","kg/ha","1171.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1963","1963","kg/ha","1250","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1964","1964","kg/ha","1252.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1965","1965","kg/ha","1272.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1966","1966","kg/ha","1274.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1967","1967","kg/ha","1296.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1968","1968","kg/ha","1325.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1969","1969","kg/ha","1324.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1970","1970","kg/ha","1327.4","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1971","1971","kg/ha","1319.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1972","1972","kg/ha","1319.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1973","1973","kg/ha","1250","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1974","1974","kg/ha","1219.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1975","1975","kg/ha","1210.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1976","1976","kg/ha","1214.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1977","1977","kg/ha","1222.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1978","1978","kg/ha","1217.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1979","1979","kg/ha","1197.4","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1980","1980","kg/ha","1371.4","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1981","1981","kg/ha","1360.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1982","1982","kg/ha","1352.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1983","1983","kg/ha","1354.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1984","1984","kg/ha","1385.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1985","1985","kg/ha","1386.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1986","1986","kg/ha","1420.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1987","1987","kg/ha","1508.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1988","1988","kg/ha","1495.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1989","1989","kg/ha","1504.4","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1990","1990","kg/ha","1500","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1991","1991","kg/ha","1443.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1992","1992","kg/ha","1447.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1993","1993","kg/ha","1451.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1994","1994","kg/ha","1454","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1995","1995","kg/ha","1500.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1996","1996","kg/ha","1457.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1997","1997","kg/ha","1460.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1998","1998","kg/ha","1503.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","1999","1999","kg/ha","1858.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2000","2000","kg/ha","1108.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2001","2001","kg/ha","1859","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2002","2002","kg/ha","747.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2003","2003","kg/ha","1035","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2004","2004","kg/ha","1419","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2005","2005","kg/ha","1487.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2006","2006","kg/ha","1202.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2007","2007","kg/ha","1821.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2008","2008","kg/ha","1812.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2009","2009","kg/ha","1876.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2010","2010","kg/ha","1780.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2011","2011","kg/ha","1516.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2012","2012","kg/ha","840.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2013","2013","kg/ha","1619.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2014","2014","kg/ha","1757.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2015","2015","kg/ha","1898.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2016","2016","kg/ha","2044.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2017","2017","kg/ha","2070.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2018","2018","kg/ha","1666.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2019","2019","kg/ha","2001.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2020","2020","kg/ha","1054","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2021","2021","kg/ha","1300.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2022","2022","kg/ha","1041.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0118","Millet","2023","2023","kg/ha","1917.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1961","1961","kg/ha","949.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1962","1962","kg/ha","949.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1963","1963","kg/ha","943.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1964","1964","kg/ha","940.9","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1965","1965","kg/ha","957","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1966","1966","kg/ha","952.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1967","1967","kg/ha","946.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1968","1968","kg/ha","953.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1969","1969","kg/ha","945","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1970","1970","kg/ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1971","1971","kg/ha","952.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1972","1972","kg/ha","951","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1973","1973","kg/ha","950","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1974","1974","kg/ha","951.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1975","1975","kg/ha","947.9","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1976","1976","kg/ha","952.4","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1977","1977","kg/ha","951.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1978","1978","kg/ha","950.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1979","1979","kg/ha","948.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1980","1980","kg/ha","947.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1981","1981","kg/ha","952","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1982","1982","kg/ha","949.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1983","1983","kg/ha","948.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1984","1984","kg/ha","947","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1985","1985","kg/ha","953.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1986","1986","kg/ha","952.4","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1987","1987","kg/ha","947","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1988","1988","kg/ha","950","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1989","1989","kg/ha","954.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1990","1990","kg/ha","951.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1991","1991","kg/ha","1037.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1992","1992","kg/ha","1098.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1993","1993","kg/ha","845.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1994","1994","kg/ha","1088.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1995","1995","kg/ha","932.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1996","1996","kg/ha","879.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1997","1997","kg/ha","889.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1998","1998","kg/ha","958.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","1999","1999","kg/ha","916","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","2000","2000","kg/ha","958.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","2001","2001","kg/ha","1042.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","2002","2002","kg/ha","733.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","2003","2003","kg/ha","810.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","2004","2004","kg/ha","918.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","2005","2005","kg/ha","882.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01442","Mustard seed","2006","2006","kg/ha","806.9","A","Official figure",""
